Country.Name,Country.ISO,Series.Name,Series.Year,Indicator,Sex,Series.Type,Series.Category,Data.Collection.Method,Model.Life.Table,Years.Preceding.the.Survey or Time.Since.First.Birth or Age.Group.of.Women,Interval,Reference.Date,Estimates,Standard.Error.of.Estimates,Indirect.method.based.on.TSFB,Method.based.on.Age.Group.of.Women,Inclusion,Adjustment,DataCatalogID
Congo,COG,Census,1974,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1969,6","144,00",,0,1,1,,1463
Congo,COG,Census,1974,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1967,5","150,00",,0,1,1,,1463
Congo,COG,Census,1974,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,35-39,,"1965,1","188,00",,0,1,1,,1463
Congo,COG,Census,1974,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,40-44,,"1962,5","172,00",,0,1,1,,1463
Congo,COG,Census,1974,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,45-49,,"1959,7","185,00",,0,1,1,,1463
Congo,COG,Demographic Survey,1960-1961,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD North,20-24,,"1957,9","249,90",,0,1,0,,3070
Congo,COG,Demographic Survey,1960-1961,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD North,25-29,,"1955,9","269,70",,0,1,1,,3070
Congo,COG,Demographic Survey,1960-1961,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD North,30-34,,"1953,7","285,70",,0,1,1,,3070
Congo,COG,Demographic Survey,1960-1961,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD North,35-39,,"1951,3","284,10",,0,1,1,,3070
Congo,COG,Demographic Survey,1960-1961,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD North,40-44,,"1948,7","301,70",,0,1,1,,3070
Congo,COG,Demographic Survey,1960-1961,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD North,45-49,,"1945,9","301,00",,0,1,1,,3070
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,3,"2008,5","14,78","4,01",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,3,"2005,5","12,02","3,61",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,3,"2002,5","15,79","4,00",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,2,2000,"20,55","5,07",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,2,1998,"29,83","5,65",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1996,5","34,78","8,27",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,3,"1994,5","10,79","2,58",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,2,1992,"21,08","4,39",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1990,5","33,54","7,97",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1989,5","31,14","7,85",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,2,1988,"21,99","4,81",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1986,5","30,20","8,07",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1985,5","32,18","8,26",,,1,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,2,1984,"20,52","4,63",,,0,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1982,5","44,89","9,65",,,0,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1981,5","26,20","7,34",,,0,,4666
Cook Islands,COK,Recalculated VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1980,5","30,09","7,83",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2009,5","6,88","4,67",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2008,5","6,87","4,73",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2007,5","30,24","10,07",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2006,5","10,20","5,80",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2005,5","13,54","6,64",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2004,5","12,32","6,30",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2003,5","11,09","5,92",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2002,5","9,90","5,55",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2001,5","25,89","8,61",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2000,5","22,63","7,69",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1999,5","18,62","6,70",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1998,5","21,66","6,95",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1997,5","37,28","8,78",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1996,5","34,78","8,27",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1995,5","8,43","3,99",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1994,5","6,51","3,46",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1993,5","17,51","5,63",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1992,5","8,84","4,00",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1991,5","33,30","7,82",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1990,5","33,54","7,97",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1989,5","31,14","7,85",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1988,5","11,60","4,89",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1987,5","32,34","8,32",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1986,5","30,20","8,07",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1985,5","32,18","8,26",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1984,5","13,81","5,38",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1983,5","27,05","7,50",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1982,5","44,89","9,65",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1981,5","26,20","7,34",,,0,,4666
Cook Islands,COK,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1980,5","30,09","7,83",,,0,,4666
Cook Islands,COK,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,20-24,,"2009,8","12,00",,0,1,0,,5318
Cook Islands,COK,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,25-29,,"2007,7","12,00",,0,1,1,,5318
Cook Islands,COK,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,30-34,,"2005,2","14,00",,0,1,1,,5318
Cook Islands,COK,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,35-39,,"2002,4","17,00",,0,1,1,,5318
Cook Islands,COK,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,40-44,,"1999,5","17,00",,0,1,1,,5318
Cook Islands,COK,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,45-49,,"1996,5","22,00",,0,1,1,,5318
Cook Islands,COK,Vital Statistics Report,2009-2013,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,5,"2011,5","5,70","4,23",,,0,,4666
Cook Islands,COK,Vital Statistics Report,2009-2013,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,5,"2006,5","16,40","6,84",,,0,,4666
Cook Islands,COK,Vital Statistics Report,2009-2013,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,5,"2001,5","21,10","7,24",,,0,,4666
Cook Islands,COK,Census,2006,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,20-24,,"2004,6","9,00",,0,1,0,,2337
Cook Islands,COK,Census,2006,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,25-29,,"2002,7","12,00",,0,1,1,,2337
Cook Islands,COK,Census,2006,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,30-34,,"2000,5","12,00",,0,1,1,,2337
Cook Islands,COK,Census,2006,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,35-39,,"1998,1","17,00",,0,1,1,,2337
Cook Islands,COK,Census,2006,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,40-44,,"1995,4","21,00",,0,1,1,,2337
Cook Islands,COK,Census,2006,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,45-49,,"1992,5","23,00",,0,1,1,,2337
Cook Islands,COK,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,20-24,,"1999,7","9,00",,0,1,0,,2336
Cook Islands,COK,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1997,8","15,00",,0,1,1,,2336
Cook Islands,COK,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1995,5","26,00",,0,1,1,,2336
Cook Islands,COK,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,35-39,,1993,"25,00",,0,1,1,,2336
Cook Islands,COK,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,40-44,,"1990,3","19,00",,0,1,1,,2336
Cook Islands,COK,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,45-49,,"1987,3","16,00",,0,1,1,,2336
Cook Islands,COK,Census,1996,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,20-24,,"1994,663","25,33",,,1,0,,2335
Cook Islands,COK,Census,1996,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,25-29,,"1992,558","11,47",,,1,1,,2335
Cook Islands,COK,Census,1996,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,30-34,,"1990,022","21,50",,,1,1,,2335
Cook Islands,COK,Census,1996,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,35-39,,"1987,225","15,17",,,1,1,,2335
Cook Islands,COK,Census,1996,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,40-44,,"1984,315","18,28",,,1,1,,2335
Cook Islands,COK,Census,1996,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,45-49,,"1981,368","21,03",,,1,1,,2335
Cook Islands,COK,Census,1981,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,20-24,,"1979,8","47,00",,0,1,0,,2332
Cook Islands,COK,Census,1981,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1978,2","43,00",,0,1,1,,2332
Cook Islands,COK,Census,1981,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1976,2","44,00",,0,1,1,,2332
Cook Islands,COK,Census,1981,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,35-39,,"1973,9","45,00",,0,1,1,,2332
Cook Islands,COK,Census,1981,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,40-44,,"1971,4","53,00",,0,1,1,,2332
Cook Islands,COK,Census,1981,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,45-49,,"1968,4","64,00",,0,1,1,,2332
Cook Islands,COK,Census,1976,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,20-24,,"1975,1","24,00",,0,1,0,,2331
Cook Islands,COK,Census,1976,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1972,9","46,00",,0,1,0,,2331
Cook Islands,COK,Census,1976,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1970,2","35,00",,0,1,0,,2331
Cook Islands,COK,Census,1976,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,35-39,,"1967,3","38,00",,0,1,0,,2331
Cook Islands,COK,Census,1976,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,40-44,,"1964,2","50,00",,0,1,0,,2331
Cook Islands,COK,Census,1976,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,45-49,,"1961,2","58,00",,0,1,0,,2331
Cook Islands,COK,Census,1966,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,20-24,,"1964,8","88,00",,0,1,0,,2329
Cook Islands,COK,Census,1966,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1962,9","100,00",,0,1,1,,2329
Cook Islands,COK,Census,1966,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1960,7","123,00",,0,1,1,,2329
Cook Islands,COK,Census,1966,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,35-39,,"1958,2","146,00",,0,1,1,,2329
Cook Islands,COK,Census,1966,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,40-44,,"1955,5","163,00",,0,1,1,,2329
Cook Islands,COK,Census,1966,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,45-49,,"1952,5","156,00",,0,1,1,,2329
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2022,5","8,17","0,39",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2021,5","7,57","0,37",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2020,5","7,25","0,35",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2019,5","8,67","0,37",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2018,5","8,79","0,36",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2017,5","8,90","0,36",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2016,5","8,82","0,35",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2015,5","8,59","0,35",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2014,5","9,13","0,36",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2013,5","9,35","0,36",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2012,5","9,89","0,37",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2011,5","10,82","0,38",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2010,5","10,62","0,39",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2009,5","10,33","0,37",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2008,5","10,87","0,38",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2007,5","11,85","0,40",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2006,5","11,07","0,39",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2005,5","11,26","0,40",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2004,5","10,62","0,38",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2003,5","12,10","0,41",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2002,5","12,39","0,42",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2001,5","12,70","0,41",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2000,5","11,93","0,39",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1999,5","13,79","0,42",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1998,5","14,46","0,43",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1997,5","16,21","0,45",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1996,5","13,62","0,41",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1995,5","14,80","0,43",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1994,5","14,78","0,43",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1993,5","15,32","0,44",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1992,5","15,83","0,44",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1991,5","16,24","0,45",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1990,5","17,71","0,46",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1989,5","16,24","0,44",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1988,5","17,85","0,47",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1987,5","20,64","0,51",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1986,5","22,55","0,52",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1985,5","22,83","0,52",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1984,5","21,65","0,52",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1983,5","24,56","0,58",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1982,5","22,56","0,56",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1981,5","22,72","0,55",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1980,5","23,46","0,58",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1979,5","26,62","0,61",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1978,5","25,96","0,61",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1977,5","35,15","0,73",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1976,5","42,15","0,84",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1975,5","48,12","0,90",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1974,5","47,32","0,88",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1973,5","57,15","0,97",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1972,5","69,57","1,08",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1971,5","67,51","1,06",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1970,5","77,25","1,13",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1969,5","84,79","1,18",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1968,5","73,49","1,10",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1967,5","82,17","1,14",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1966,5","85,75","1,16",,,1,,459
Costa Rica,CRI,VR Submitted to WHO/UNIGME 2023 version,2023,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1965,5","91,92","1,20",,,1,,459
