Country.Name;Country.ISO;Series.Name;Series.Year;Indicator;Sex;Series.Type;Series.Category;Data.Collection.Method;Model.Life.Table;Age.Group.of.Women.or.Time.Since.First.Birth;Interval;Reference.Date;Wealth.Quintile;Estimates;Standard.Error.of.Estimates;Indirect.method.based.on.TSFB;Method.based.on.Age.Group.of.Women;Inclusion;DataCatalogID
Central African Republic;CAF;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2006,328963;5;121,029964;17,869797;1;0;1;4991
Central African Republic;CAF;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2006,328963;3;174,406961;13,410809;1;0;1;4991
Central African Republic;CAF;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2006,328963;4;136,423781;14,609204;1;0;1;4991
Central African Republic;CAF;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2006,328963;1;206,624547;17,599136;1;0;1;4991
Central African Republic;CAF;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2006,328963;2;161,513085;14,876329;1;0;1;4991
Central African Republic;CAF;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2002,289569;4;150,714802;18,344457;1;0;1;54
Central African Republic;CAF;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2002,289569;1;260,307755;22,819099;1;0;1;54
Central African Republic;CAF;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2002,289569;2;208,636063;19,700556;1;0;1;54
Central African Republic;CAF;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2002,289569;3;214,867036;28,367778;1;0;1;54
Central African Republic;CAF;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2002,289569;5;117,272588;18,442537;1;0;1;54
Central African Republic;CAF;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;1996,427257;2;239,468963;21,095095;1;0;1;1934
Central African Republic;CAF;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;1996,427257;1;210,979586;15,088818;1;0;1;1934
Central African Republic;CAF;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;1996,427257;3;210,634652;45,837974;1;0;1;1934
Central African Republic;CAF;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;1996,427257;4;128,77076;12,734747;1;0;1;1934
Central African Republic;CAF;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;1996,427257;5;134,162709;13,778273;1;0;1;1934
Chad;TCD;Demographic and Health Survey;2014-2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2011,5;1;142,526151;12,192548;0;0;1;5564
Chad;TCD;Demographic and Health Survey;2014-2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2011,5;2;152,289611;13,184786;0;0;1;5564
Chad;TCD;Demographic and Health Survey;2014-2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2011,5;3;128,20102;11,507496;0;0;1;5564
Chad;TCD;Demographic and Health Survey;2014-2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2011,5;4;120,890188;12,28368;0;0;1;5564
Chad;TCD;Demographic and Health Survey;2014-2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2011,5;5;128,964848;7,904876;0;0;1;5564
Chad;TCD;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;2;201,75123;19,963667;0;0;1;1762
Chad;TCD;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;3;197,027884;18,507735;0;0;1;1762
Chad;TCD;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;1;151,21947;12,013482;0;0;1;1762
Chad;TCD;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;4;196,793448;20,54639;0;0;1;1762
Chad;TCD;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;5;182,247921;14,307587;0;0;1;1762
Chad;TCD;Demographic and Health Survey;1996-1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;4;192,970755;12,339881;0;0;1;1675
Chad;TCD;Demographic and Health Survey;1996-1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;1;150,55343;10,365709;0;0;1;1675
Chad;TCD;Demographic and Health Survey;1996-1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;2;232,929956;13,056523;0;0;1;1675
Chad;TCD;Demographic and Health Survey;1996-1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;3;205,775016;14,321525;0;0;1;1675
Chad;TCD;Demographic and Health Survey;1996-1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;5;183,357312;10,422559;0;0;1;1675
Chad;TCD;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;2;111,858737;7,162044;0;0;1;7577
Chad;TCD;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;3;129,498593;7,979242;0;0;1;7577
Chad;TCD;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;1;99,120601;6,349595;0;0;1;7577
Chad;TCD;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;4;135,568768;8,028407;0;0;1;7577
Chad;TCD;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;5;90,182413;6,621321;0;0;1;7577
Chad;TCD;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2005,845115;4;216,973376;22,146102;1;0;1;4992
Chad;TCD;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2005,845115;5;160,89011;18,376594;1;0;1;4992
Chad;TCD;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2005,845115;3;189,627787;17,481351;1;0;1;4992
Chad;TCD;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2005,845115;1;147,396463;19,589774;1;0;1;4992
Chad;TCD;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2005,845115;2;163,650209;16,852665;1;0;1;4992
Chad;TCD;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,088463;5;170,846028;15,405326;1;0;1;1896
Chad;TCD;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,088463;4;241,643307;20,659299;1;0;1;1896
Chad;TCD;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,088463;1;165,092206;20,317639;1;0;1;1896
Chad;TCD;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,088463;2;225,66563;23,227887;1;0;1;1896
Chad;TCD;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,088463;3;280,444692;30,943762;1;0;1;1896
Colombia;COL;Demographic and Health Survey;2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;1;23,936049;4,114742;0;0;1;5788
Colombia;COL;Demographic and Health Survey;2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;2;23,672936;3,936518;0;0;1;5788
Colombia;COL;Demographic and Health Survey;2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;3;19,197564;4,281358;0;0;1;5788
Colombia;COL;Demographic and Health Survey;2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;4;8,595134;2,165957;0;0;1;5788
Colombia;COL;Demographic and Health Survey;2015;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;5;5,958355;2,393216;0;0;1;5788
Colombia;COL;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;2;22,435542;2,933763;0;0;1;4945
Colombia;COL;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;4;17,844054;3,358515;0;0;1;4945
Colombia;COL;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;5;17,033034;3,154356;0;0;1;4945
Colombia;COL;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;3;19,39585;3,100474;0;0;1;4945
Colombia;COL;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;1;29,106303;3,354064;0;0;1;4945
Colombia;COL;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;1;37,553039;4,919523;0;0;1;1859
Colombia;COL;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;2;26,276237;3,596681;0;0;1;1859
Colombia;COL;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;3;20,166935;2,95111;0;0;1;1859
Colombia;COL;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;5;16,733114;3,70611;0;0;1;1859
Colombia;COL;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;4;16,491566;3,325687;0;0;1;1859
Colombia;COL;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;2;29,339896;5,472065;0;0;1;1861
Colombia;COL;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;3;31,492239;5,355658;0;0;1;1861
Colombia;COL;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;4;16,355679;4,115461;0;0;1;1861
Colombia;COL;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;5;21,408035;5,137536;0;0;1;1861
Colombia;COL;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;1;26,407606;5,276329;0;0;1;1861
Colombia;COL;Demographic and Health Survey;1995;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;1;51,91896;6,986674;0;0;1;1862
Colombia;COL;Demographic and Health Survey;1995;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;2;37,911092;6,848651;0;0;1;1862
Colombia;COL;Demographic and Health Survey;1995;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;3;30,692608;5,764794;0;0;1;1862
Colombia;COL;Demographic and Health Survey;1995;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;4;33,872257;6,59856;0;0;1;1862
Colombia;COL;Demographic and Health Survey;1995;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;5;22,694819;4,952077;0;0;1;1862
Colombia;COL;Demographic and Health Survey;1990;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1987,5;2;19,254106;7,010659;0;0;1;1860
Colombia;COL;Demographic and Health Survey;1990;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1987,5;3;33,256066;6,405499;0;0;1;1860
Colombia;COL;Demographic and Health Survey;1990;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1987,5;4;17,959222;5,228714;0;0;1;1860
Colombia;COL;Demographic and Health Survey;1990;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1987,5;5;16,037064;4,16507;0;0;1;1860
Colombia;COL;Demographic and Health Survey;1990;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1987,5;1;30,473151;7,739995;0;0;1;1860
Comoros;COM;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;1;46,691014;11,451573;0;0;1;5459
Comoros;COM;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;2;28,162847;7,181221;0;0;1;5459
Comoros;COM;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;4;51,373158;15,517885;0;0;1;5459
Comoros;COM;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;3;38,349254;9,99555;0;0;1;5459
Comoros;COM;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;5;53,817303;11,345457;0;0;1;5459
Comoros;COM;Demographic and Health Survey;1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;3;133,294494;14,75339;0;0;1;1707
Comoros;COM;Demographic and Health Survey;1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;2;104,013425;15,629252;0;0;1;1707
Comoros;COM;Demographic and Health Survey;1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;4;76,583515;13,749628;0;0;1;1707
Comoros;COM;Demographic and Health Survey;1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;5;61,466991;11,086747;0;0;1;1707
Comoros;COM;Demographic and Health Survey;1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1993,5;1;119,395294;17,361177;0;0;1;1707
Comoros;COM;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;1996,249177;4;44,404176;14,023834;1;0;1;1941
Comoros;COM;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;1996,249177;5;39,626488;12,447327;1;0;1;1941
Comoros;COM;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;1996,249177;3;53,606775;14,021671;1;0;1;1941
Comoros;COM;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;1996,249177;1;102,032043;28,817304;1;0;1;1941
Comoros;COM;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;1996,249177;2;91,479044;17,348164;1;0;1;1941
Congo;COG;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;5;56,791357;9,700435;0;0;1;5050
Congo;COG;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;2;71,31346;8,358173;0;0;1;5050
Congo;COG;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;3;65,422148;12,161068;0;0;1;5050
Congo;COG;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;4;63,268461;11,024898;0;0;1;5050
Congo;COG;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;1;66,583166;5,381494;0;0;1;5050
Congo;COG;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2002,5;2;130,028923;13,759872;0;0;1;1709
Congo;COG;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2002,5;1;123,841635;9,008229;0;0;1;1709
Congo;COG;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2002,5;3;140,511914;16,022825;0;0;1;1709
Congo;COG;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2002,5;4;99,906078;10,526308;0;0;1;1709
Congo;COG;Demographic and Health Survey;2005;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2002,5;5;81,742879;12,841927;0;0;1;1709
Congo;COG;Multiple Indicator Cluster Survey;2014-2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;2;64,897289;6,944163;0;0;1;5642
Congo;COG;Multiple Indicator Cluster Survey;2014-2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;4;34,309264;7,059081;0;0;1;5642
Congo;COG;Multiple Indicator Cluster Survey;2014-2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;1;70,9338;6,339207;0;0;1;5642
Congo;COG;Multiple Indicator Cluster Survey;2014-2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;3;46,777018;8,876353;0;0;1;5642
Congo;COG;Multiple Indicator Cluster Survey;2014-2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;5;38,787859;8,973857;0;0;1;5642
Côte d'Ivoire;CIV;AIDS Indicator Survey;2005;Under-five Mortality Rate;Total;Direct;AIS;Full Birth Histories;;;5;2002,5;1;144,080479;19,372701;0;0;1;733
Côte d'Ivoire;CIV;AIDS Indicator Survey;2005;Under-five Mortality Rate;Total;Direct;AIS;Full Birth Histories;;;5;2002,5;2;151,354847;15,305999;0;0;1;733
Côte d'Ivoire;CIV;AIDS Indicator Survey;2005;Under-five Mortality Rate;Total;Direct;AIS;Full Birth Histories;;;5;2002,5;3;123,314995;17,652837;0;0;1;733
Côte d'Ivoire;CIV;AIDS Indicator Survey;2005;Under-five Mortality Rate;Total;Direct;AIS;Full Birth Histories;;;5;2002,5;4;96,299539;13,268644;0;0;1;733
Côte d'Ivoire;CIV;AIDS Indicator Survey;2005;Under-five Mortality Rate;Total;Direct;AIS;Full Birth Histories;;;5;2002,5;5;82,982732;14,456771;0;0;1;733
Côte d'Ivoire;CIV;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;2;117,427607;13,869268;0;0;1;4687
Côte d'Ivoire;CIV;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;3;102,770885;9,041369;0;0;1;4687
Côte d'Ivoire;CIV;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;1;128,167083;13,309297;0;0;1;4687
Côte d'Ivoire;CIV;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;4;119,563242;10,14285;0;0;1;4687
Côte d'Ivoire;CIV;Demographic and Health Survey;2011-2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2008,5;5;82,304077;10,044007;0;0;1;4687
Côte d'Ivoire;CIV;Demographic and Health Survey;1998-1999;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;2;211,695593;24,353675;0;0;1;1778
Côte d'Ivoire;CIV;Demographic and Health Survey;1998-1999;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;5;95,17679;11,711838;0;0;1;1778
Côte d'Ivoire;CIV;Demographic and Health Survey;1998-1999;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;1;231,38819;47,344579;0;0;1;1778
Côte d'Ivoire;CIV;Demographic and Health Survey;1998-1999;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;3;147,709027;23,77296;0;0;1;1778
Côte d'Ivoire;CIV;Demographic and Health Survey;1998-1999;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;4;169,855844;16,71142;0;0;1;1778
Côte d'Ivoire;CIV;Demographic and Health Survey;1994;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1991,5;1;186,808583;13,843128;0;0;1;1779
Côte d'Ivoire;CIV;Demographic and Health Survey;1994;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1991,5;2;173,685525;11,5914;0;0;1;1779
Côte d'Ivoire;CIV;Demographic and Health Survey;1994;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1991,5;3;142,574758;10,5377;0;0;1;1779
Côte d'Ivoire;CIV;Demographic and Health Survey;1994;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1991,5;4;140,076997;9,786242;0;0;1;1779
Côte d'Ivoire;CIV;Demographic and Health Survey;1994;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1991,5;5;100,160387;8,976747;0;0;1;1779
Côte d'Ivoire;CIV;Enquete Demographique et de Sante;2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;2;83,725720186332;7,817620744787;0;0;1;7796
Côte d'Ivoire;CIV;Enquete Demographique et de Sante;2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;4;57,80457317759;6,530188835967;0;0;1;7796
Côte d'Ivoire;CIV;Enquete Demographique et de Sante;2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;1;90,266341920399;7,091696031891;0;0;1;7796
Côte d'Ivoire;CIV;Enquete Demographique et de Sante;2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;3;71,765186369276;6,815553798246;0;0;1;7796
Côte d'Ivoire;CIV;Enquete Demographique et de Sante;2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;5;48,622448147431;7,245576178447;0;0;1;7796
Côte d'Ivoire;CIV;Multiple Indicator Cluster Survey;2016;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2013,5;2;95,015365;8,567835;0;0;1;5635
Côte d'Ivoire;CIV;Multiple Indicator Cluster Survey;2016;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2013,5;3;97,48345;8,674349;0;0;1;5635
Côte d'Ivoire;CIV;Multiple Indicator Cluster Survey;2016;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2013,5;4;82,449705;11,061095;0;0;1;5635
Côte d'Ivoire;CIV;Multiple Indicator Cluster Survey;2016;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2013,5;5;61,089272;9,560434;0;0;1;5635
Côte d'Ivoire;CIV;Multiple Indicator Cluster Survey;2016;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2013,5;1;117,02622;9,839832;0;0;1;5635
Democratic Republic of the Congo;COD;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;1;109,021315;16,127244;0;0;1;5612
Democratic Republic of the Congo;COD;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;2;112,215267;16,506344;0;0;1;5612
Democratic Republic of the Congo;COD;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;3;109,725505;21,00633;0;0;1;5612
Democratic Republic of the Congo;COD;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;4;111,348688;11,627564;0;0;1;5612
Democratic Republic of the Congo;COD;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;5;78,761163;9,20504;0;0;1;5612
Democratic Republic of the Congo;COD;Demographic and Health Survey;2007;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2004,5;3;139,175509;20,970164;0;0;1;1888
Democratic Republic of the Congo;COD;Demographic and Health Survey;2007;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2004,5;4;143,530056;21,998952;0;0;1;1888
Democratic Republic of the Congo;COD;Demographic and Health Survey;2007;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2004,5;5;87,393913;20,175113;0;0;1;1888
Democratic Republic of the Congo;COD;Demographic and Health Survey;2007;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2004,5;1;174,248657;21,14149;0;0;1;1888
Democratic Republic of the Congo;COD;Demographic and Health Survey;2007;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2004,5;2;171,784713;16,587531;0;0;1;1888
Democratic Republic of the Congo;COD;Multiple Indicator Cluster Survey;2017-2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;1;82,338293;19,713243;0;0;1;7798
Democratic Republic of the Congo;COD;Multiple Indicator Cluster Survey;2017-2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;3;68,745756;11,38826;0;0;1;7798
Democratic Republic of the Congo;COD;Multiple Indicator Cluster Survey;2017-2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;4;56,429325;27,924587;0;0;1;7798
Democratic Republic of the Congo;COD;Multiple Indicator Cluster Survey;2017-2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;5;44,859921;12,749126;0;0;1;7798
Democratic Republic of the Congo;COD;Multiple Indicator Cluster Survey;2017-2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;2;76,596965;17,100865;0;0;1;7798
Democratic Republic of the Congo;COD;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;2005,971992;4;133,586548;12,603527;1;0;1;4996
